UserId,ProdId,ProdName,Rating
60,1.98199E+11,Veg-D,-3.139852524
60,6.87311E+11,Veg-B,-3.139852524
63,4.065E+11,Veg-Q,-3.139852524
63,5.88838E+11,Veg-R,-3.139852524
63,7.07883E+11,Veg-A,-3.139852524
63,8.21956E+11,Veg-M,-3.139852524
63,8.77482E+11,Veg-F,-3.139852524
63,9.19285E+11,Veg-R,-3.139852524
67,4.065E+11,Veg-K,-3.139852524
67,5.88838E+11,Veg-L,-3.139852524
67,7.07883E+11,Veg-B,-3.139852524
67,8.21956E+11,Veg-I,-3.139852524
67,8.77482E+11,Veg-K,-3.139852524
67,9.19285E+11,Veg-K,-3.139852524
68,4.065E+11,Veg-D,-3.139852524
68,5.88838E+11,Veg-M,-3.139852524
68,7.07883E+11,Veg-J,-3.139852524
68,8.21956E+11,Veg-I,-3.139852524
68,8.77482E+11,Veg-H,-3.139852524
68,9.19285E+11,Veg-O,-3.139852524
70,4.065E+11,Veg-K,-3.139852524
70,5.88838E+11,Veg-C,-3.139852524
70,7.07883E+11,Veg-S,-3.139852524
70,8.21956E+11,Veg-F,-3.139852524
70,8.77482E+11,Veg-G,-3.139852524
70,9.19285E+11,Veg-S,-3.139852524
71,4.065E+11,Veg-J,-3.139852524
71,5.88838E+11,Veg-O,-3.139852524
71,7.07883E+11,Veg-G,-3.139852524
71,8.21956E+11,Veg-D,-3.139852524
71,8.77482E+11,Veg-N,-3.139852524
71,9.19285E+11,Veg-F,-3.139852524
73,4.065E+11,Veg-M,-3.139852524
73,5.88838E+11,Veg-L,-3.139852524
73,7.07883E+11,Veg-C,-3.139852524
73,8.21956E+11,Veg-P,-3.139852524
73,8.77482E+11,Veg-M,-3.139852524
73,9.19285E+11,Veg-B,-3.139852524
75,4.065E+11,Veg-I,-3.139852524
75,5.88838E+11,Veg-K,-3.139852524
75,7.07883E+11,Veg-F,-3.139852524
75,8.21956E+11,Veg-L,-3.139852524
75,8.77482E+11,Veg-B,-3.139852524
75,9.19285E+11,Veg-R,-3.139852524
77,4.065E+11,Veg-P,-3.139852524
77,5.88838E+11,Veg-I,-3.139852524
77,7.07883E+11,Veg-J,-3.139852524
77,8.21956E+11,Veg-A,-3.139852524
77,8.77482E+11,Veg-F,-3.139852524
77,9.19285E+11,Veg-O,-3.139852524
81,4.065E+11,Veg-J,-3.139852524
81,5.88838E+11,Veg-L,-3.139852524
81,7.07883E+11,Veg-C,-3.139852524
81,8.21956E+11,Veg-S,-3.139852524
81,8.77482E+11,Veg-S,-3.139852524
81,9.19285E+11,Veg-A,-3.139852524
82,4.065E+11,Veg-P,-3.139852524
82,5.88838E+11,Veg-C,-3.139852524
82,7.07883E+11,Veg-G,-3.139852524
82,8.21956E+11,Veg-I,-3.139852524
82,8.77482E+11,Veg-I,-3.139852524
82,9.19285E+11,Veg-P,-3.139852524
84,4.065E+11,Veg-M,-3.139852524
84,5.88838E+11,Veg-N,-3.139852524
84,7.07883E+11,Veg-S,-3.139852524
84,8.21956E+11,Veg-G,-3.139852524
84,8.77482E+11,Veg-L,-3.139852524
84,9.19285E+11,Veg-D,-3.139852524
89,1.98199E+11,Veg-J,-3.139852524
89,6.87311E+11,Veg-F,-3.139852524
91,4.065E+11,Veg-P,-3.139852524
91,5.88838E+11,Veg-O,-3.139852524
91,7.07883E+11,Veg-A,-3.139852524
91,8.21956E+11,Veg-D,-3.139852524
91,8.77482E+11,Veg-L,-3.139852524
91,9.19285E+11,Veg-H,-3.139852524
95,4.065E+11,Veg-K,-3.139852524
95,5.88838E+11,Veg-N,-3.139852524
95,7.07883E+11,Veg-O,-3.139852524
95,8.21956E+11,Veg-A,-3.139852524
95,8.77482E+11,Veg-L,-3.139852524
95,9.19285E+11,Veg-B,-3.139852524
98,4.065E+11,Veg-O,-3.139852524
98,5.88838E+11,Veg-P,-3.139852524
98,7.07883E+11,Veg-F,-3.139852524
98,8.21956E+11,Veg-G,-3.139852524
98,8.77482E+11,Veg-O,-3.139852524
98,9.19285E+11,Veg-B,-3.139852524
99,4.065E+11,Veg-S,-3.139852524
99,5.88838E+11,Veg-Q,-3.139852524
99,7.07883E+11,Veg-K,-3.139852524
99,8.21956E+11,Veg-B,-3.139852524
99,8.77482E+11,Veg-O,-3.139852524
99,9.19285E+11,Veg-M,-3.139852524
100,4.065E+11,Veg-L,-3.139852524
100,5.88838E+11,Veg-E,-3.139852524
100,7.07883E+11,Veg-L,-3.139852524
100,8.21956E+11,Veg-K,-3.139852524
100,8.77482E+11,Veg-P,-3.139852524
100,9.19285E+11,Veg-B,-3.139852524
105,4.065E+11,Veg-C,-3.139852524
105,5.88838E+11,Veg-Q,-3.139852524
105,7.07883E+11,Veg-D,-3.139852524
105,8.21956E+11,Veg-S,-3.139852524
105,8.77482E+11,Veg-M,-3.139852524
105,9.19285E+11,Veg-L,-3.139852524
106,4.065E+11,Veg-F,-3.139852524
106,5.88838E+11,Veg-S,-3.139852524
106,7.07883E+11,Veg-R,-3.139852524
106,8.21956E+11,Veg-O,-3.139852524
106,8.77482E+11,Veg-M,-3.139852524
106,9.19285E+11,Veg-I,-3.139852524
113,4.065E+11,Veg-M,-3.139852524
113,5.88838E+11,Veg-F,-3.139852524
113,7.07883E+11,Veg-H,-3.139852524
113,8.21956E+11,Veg-B,-3.139852524
113,8.77482E+11,Veg-P,-3.139852524
113,9.19285E+11,Veg-J,-3.139852524
114,1.98199E+11,Veg-R,-3.139852524
114,6.87311E+11,Veg-C,-3.139852524
115,4.065E+11,Veg-G,-3.139852524
115,5.88838E+11,Veg-J,-3.139852524
115,7.07883E+11,Veg-S,-3.139852524
115,8.21956E+11,Veg-C,-3.139852524
115,8.77482E+11,Veg-A,-3.139852524
115,9.19285E+11,Veg-S,-3.139852524
117,4.065E+11,Veg-I,-3.139852524
117,5.88838E+11,Veg-N,-3.139852524
117,7.07883E+11,Veg-K,-3.139852524
117,8.21956E+11,Veg-E,-3.139852524
117,8.77482E+11,Veg-P,-3.139852524
117,9.19285E+11,Veg-S,-3.139852524
120,4.065E+11,Veg-J,-3.139852524
120,5.88838E+11,Veg-N,-3.139852524
120,7.07883E+11,Veg-P,-3.139852524
120,8.21956E+11,Veg-G,-3.139852524
120,8.77482E+11,Veg-Q,-3.139852524
120,9.19285E+11,Veg-E,-3.139852524
126,1.98199E+11,Veg-R,-3.139852524
126,6.87311E+11,Veg-N,-3.139852524
127,4.065E+11,Veg-L,-3.139852524
127,5.88838E+11,Veg-N,-3.139852524
127,7.07883E+11,Veg-G,-3.139852524
127,8.21956E+11,Veg-R,-3.139852524
127,8.77482E+11,Veg-R,-3.139852524
127,9.19285E+11,Veg-Q,-3.139852524
133,4.065E+11,Veg-L,-3.139852524
133,5.88838E+11,Veg-R,-3.139852524
133,7.07883E+11,Veg-F,-3.139852524
133,8.21956E+11,Veg-S,-3.139852524
133,8.77482E+11,Veg-R,-3.139852524
133,9.19285E+11,Veg-H,-3.139852524
135,4.065E+11,Veg-I,-3.139852524
135,5.88838E+11,Veg-S,-3.139852524
135,7.07883E+11,Veg-Q,-3.139852524
135,8.21956E+11,Veg-D,-3.139852524
135,8.77482E+11,Veg-A,-3.139852524
135,9.19285E+11,Veg-K,-3.139852524
139,4.065E+11,Veg-J,-3.139852524
139,5.88838E+11,Veg-S,-3.139852524
139,7.07883E+11,Veg-D,-3.139852524
139,8.21956E+11,Veg-R,-3.139852524
139,8.77482E+11,Veg-I,-3.139852524
139,9.19285E+11,Veg-E,-3.139852524
140,4.065E+11,Veg-I,-3.139852524
140,5.88838E+11,Veg-S,-3.139852524
140,7.07883E+11,Veg-A,-3.139852524
140,8.21956E+11,Veg-P,-3.139852524
140,8.77482E+11,Veg-F,-3.139852524
140,9.19285E+11,Veg-B,-3.139852524
142,4.065E+11,Veg-O,-3.139852524
142,5.88838E+11,Veg-A,-3.139852524
142,7.07883E+11,Veg-P,-3.139852524
142,8.21956E+11,Veg-F,-3.139852524
142,8.77482E+11,Veg-R,-3.139852524
142,9.19285E+11,Veg-G,-3.139852524
144,4.065E+11,Veg-C,-3.139852524
144,5.88838E+11,Veg-G,-3.139852524
144,7.07883E+11,Veg-C,-3.139852524
144,8.21956E+11,Veg-O,-3.139852524
144,8.77482E+11,Veg-E,-3.139852524
144,9.19285E+11,Veg-S,-3.139852524
148,4.065E+11,Veg-A,-3.139852524
148,5.88838E+11,Veg-N,-3.139852524
148,7.07883E+11,Veg-R,-3.139852524
148,8.21956E+11,Veg-J,-3.139852524
148,8.77482E+11,Veg-R,-3.139852524
148,9.19285E+11,Veg-H,-3.139852524
152,1.98199E+11,Veg-B,-3.139852524
152,6.87311E+11,Veg-I,-3.139852524
153,4.065E+11,Veg-A,-3.139852524
153,5.88838E+11,Veg-P,-3.139852524
153,7.07883E+11,Veg-P,-3.139852524
153,8.21956E+11,Veg-K,-3.139852524
153,8.77482E+11,Veg-L,-3.139852524
153,9.19285E+11,Veg-B,-3.139852524
154,4.065E+11,Veg-B,-3.139852524
154,5.88838E+11,Veg-L,-3.139852524
154,7.07883E+11,Veg-K,-3.139852524
154,8.21956E+11,Veg-M,-3.139852524
154,8.77482E+11,Veg-K,-3.139852524
154,9.19285E+11,Veg-S,-3.139852524
156,4.065E+11,Veg-B,-3.139852524
156,5.88838E+11,Veg-O,-3.139852524
156,7.07883E+11,Veg-A,-3.139852524
156,8.21956E+11,Veg-F,-3.139852524
156,8.77482E+11,Veg-Q,-3.139852524
156,9.19285E+11,Veg-F,-3.139852524
158,4.065E+11,Veg-L,-3.139852524
158,5.88838E+11,Veg-J,-3.139852524
158,7.07883E+11,Veg-S,-3.139852524
158,8.21956E+11,Veg-H,-3.139852524
158,8.77482E+11,Veg-S,-3.139852524
158,9.19285E+11,Veg-G,-3.139852524
159,91227878688,Veg-M,-3.139852524
161,4.065E+11,Veg-E,-3.139852524
161,5.88838E+11,Veg-E,-3.139852524
161,7.07883E+11,Veg-I,-3.139852524
161,8.21956E+11,Veg-C,-3.139852524
161,8.77482E+11,Veg-C,-3.139852524
161,9.19285E+11,Veg-I,-3.139852524
162,4.065E+11,Veg-Q,-3.139852524
162,5.88838E+11,Veg-M,-3.139852524
162,7.07883E+11,Veg-N,-3.139852524
162,8.21956E+11,Veg-Q,-3.139852524
162,8.77482E+11,Veg-B,-3.139852524
162,9.19285E+11,Veg-O,-3.139852524
163,1.98199E+11,Veg-N,-3.139852524
163,6.87311E+11,Veg-K,-3.139852524
164,4.065E+11,Veg-J,-3.139852524
164,5.88838E+11,Veg-E,-3.139852524
164,7.07883E+11,Veg-P,-3.139852524
164,8.21956E+11,Veg-K,-3.139852524
164,8.77482E+11,Veg-F,-3.139852524
164,9.19285E+11,Veg-K,-3.139852524
165,91227878688,Veg-A,-3.139852524
169,4.065E+11,Veg-A,-3.139852524
169,5.88838E+11,Veg-I,-3.139852524
169,7.07883E+11,Veg-N,-3.139852524
169,8.21956E+11,Veg-A,-3.139852524
169,8.77482E+11,Veg-H,-3.139852524
169,9.19285E+11,Veg-S,-3.139852524
171,4.065E+11,Veg-E,-3.139852524
171,5.88838E+11,Veg-B,-3.139852524
171,7.07883E+11,Veg-M,-3.139852524
171,8.21956E+11,Veg-J,-3.139852524
171,8.77482E+11,Veg-K,-3.139852524
171,9.19285E+11,Veg-K,-3.139852524
182,4.065E+11,Veg-G,-3.139852524
182,5.88838E+11,Veg-P,-3.139852524
182,7.07883E+11,Veg-A,-3.139852524
182,8.21956E+11,Veg-O,-3.139852524
182,8.77482E+11,Veg-K,-3.139852524
182,9.19285E+11,Veg-E,-3.139852524
185,4.065E+11,Veg-K,-3.139852524
185,5.88838E+11,Veg-H,-3.139852524
185,7.07883E+11,Veg-O,-3.139852524
185,8.21956E+11,Veg-M,-3.139852524
185,8.77482E+11,Veg-P,-3.139852524
185,9.19285E+11,Veg-I,-3.139852524
187,4.065E+11,Veg-G,-3.139852524
187,5.88838E+11,Veg-N,-3.139852524
187,7.07883E+11,Veg-P,-3.139852524
187,8.21956E+11,Veg-D,-3.139852524
187,8.77482E+11,Veg-E,-3.139852524
187,9.19285E+11,Veg-K,-3.139852524
188,4.065E+11,Veg-S,-3.139852524
188,5.88838E+11,Veg-R,-3.139852524
188,7.07883E+11,Veg-P,-3.139852524
188,8.21956E+11,Veg-K,-3.139852524
188,8.77482E+11,Veg-F,-3.139852524
188,9.19285E+11,Veg-L,-3.139852524
189,1.98199E+11,Veg-F,-3.139852524
189,6.87311E+11,Veg-B,-3.139852524
191,4.065E+11,Veg-O,-3.139852524
191,5.88838E+11,Veg-O,-3.139852524
191,7.07883E+11,Veg-O,-3.139852524
191,8.21956E+11,Veg-I,-3.139852524
191,8.77482E+11,Veg-I,-3.139852524
191,9.19285E+11,Veg-K,-3.139852524
194,4.065E+11,Veg-K,-3.139852524
194,5.88838E+11,Veg-A,-3.139852524
194,7.07883E+11,Veg-K,-3.139852524
194,8.21956E+11,Veg-O,-3.139852524
194,8.77482E+11,Veg-A,-3.139852524
194,9.19285E+11,Veg-H,-3.139852524
197,4.065E+11,Veg-C,-3.139852524
197,5.88838E+11,Veg-O,-3.139852524
197,7.07883E+11,Veg-J,-3.139852524
197,8.21956E+11,Veg-R,-3.139852524
197,8.77482E+11,Veg-L,-3.139852524
197,9.19285E+11,Veg-N,-3.139852524
198,4.065E+11,Veg-E,-3.139852524
198,5.88838E+11,Veg-A,-3.139852524
198,7.07883E+11,Veg-L,-3.139852524
198,8.21956E+11,Veg-F,-3.139852524
198,8.77482E+11,Veg-H,-3.139852524
198,9.19285E+11,Veg-H,-3.139852524
199,4.065E+11,Veg-D,-3.139852524
199,5.88838E+11,Veg-Q,-3.139852524
199,7.07883E+11,Veg-L,-3.139852524
199,8.21956E+11,Veg-H,-3.139852524
199,8.77482E+11,Veg-F,-3.139852524
199,9.19285E+11,Veg-C,-3.139852524
200,4.065E+11,Veg-J,-3.139852524
200,5.88838E+11,Veg-L,-3.139852524
200,7.07883E+11,Veg-F,-3.139852524
200,8.21956E+11,Veg-M,-3.139852524
200,8.77482E+11,Veg-F,-3.139852524
200,9.19285E+11,Veg-A,-3.139852524
202,4.065E+11,Veg-F,-3.139852524
202,5.88838E+11,Veg-O,-3.139852524
202,7.07883E+11,Veg-R,-3.139852524
202,8.21956E+11,Veg-M,-3.139852524
202,8.77482E+11,Veg-A,-3.139852524
202,9.19285E+11,Veg-N,-3.139852524
204,4.065E+11,Veg-O,-3.139852524
204,5.88838E+11,Veg-D,-3.139852524
204,7.07883E+11,Veg-N,-3.139852524
204,8.21956E+11,Veg-F,-3.139852524
204,8.77482E+11,Veg-C,-3.139852524
204,9.19285E+11,Veg-R,-3.139852524
211,4.065E+11,Veg-N,-3.139852524
211,5.88838E+11,Veg-E,-3.139852524
211,7.07883E+11,Veg-A,-3.139852524
211,8.21956E+11,Veg-C,-3.139852524
211,8.77482E+11,Veg-C,-3.139852524
211,9.19285E+11,Veg-A,-3.139852524
212,4.065E+11,Veg-D,-3.139852524
212,5.88838E+11,Veg-F,-3.139852524
212,7.07883E+11,Veg-P,-3.139852524
212,8.21956E+11,Veg-Q,-3.139852524
212,8.77482E+11,Veg-R,-3.139852524
212,9.19285E+11,Veg-C,-3.139852524
219,1.98199E+11,Veg-G,-3.139852524
219,6.87311E+11,Veg-F,-3.139852524
220,4.065E+11,Veg-L,-3.139852524
220,5.88838E+11,Veg-M,-3.139852524
220,7.07883E+11,Veg-S,-3.139852524
220,8.21956E+11,Veg-I,-3.139852524
220,8.77482E+11,Veg-G,-3.139852524
220,9.19285E+11,Veg-G,-3.139852524
223,4.065E+11,Veg-S,-3.139852524
223,5.88838E+11,Veg-P,-3.139852524
223,7.07883E+11,Veg-C,-3.139852524
223,8.21956E+11,Veg-F,-3.139852524
223,8.77482E+11,Veg-M,-3.139852524
223,9.19285E+11,Veg-O,-3.139852524
228,4.065E+11,Veg-I,-3.139852524
228,5.88838E+11,Veg-B,-3.139852524
228,7.07883E+11,Veg-R,-3.139852524
228,8.21956E+11,Veg-Q,-3.139852524
228,8.77482E+11,Veg-A,-3.139852524
228,9.19285E+11,Veg-H,-3.139852524
231,4.065E+11,Veg-L,-3.139852524
231,5.88838E+11,Veg-M,-3.139852524
231,7.07883E+11,Veg-G,-3.139852524
231,8.21956E+11,Veg-O,-3.139852524
231,8.77482E+11,Veg-L,-3.139852524
231,9.19285E+11,Veg-D,-3.139852524
233,4.065E+11,Veg-O,-3.139852524
233,5.88838E+11,Veg-H,-3.139852524
233,7.07883E+11,Veg-P,-3.139852524
233,8.21956E+11,Veg-A,-3.139852524
233,8.77482E+11,Veg-C,-3.139852524
233,9.19285E+11,Veg-L,-3.139852524
234,4.065E+11,Veg-O,-3.139852524
234,5.88838E+11,Veg-B,-3.139852524
234,7.07883E+11,Veg-G,-3.139852524
234,8.21956E+11,Veg-A,-3.139852524
234,8.77482E+11,Veg-M,-3.139852524
234,9.19285E+11,Veg-A,-3.139852524
237,1.98199E+11,Veg-I,-3.139852524
237,6.87311E+11,Veg-I,-3.139852524
239,1.98199E+11,Veg-A,-3.139852524
239,6.87311E+11,Veg-G,-3.139852524
240,1.98199E+11,Veg-G,-3.139852524
240,6.87311E+11,Veg-E,-3.139852524
241,4.065E+11,Veg-H,-3.139852524
241,5.88838E+11,Veg-Q,-3.139852524
241,7.07883E+11,Veg-G,-3.139852524
241,8.21956E+11,Veg-N,-3.139852524
241,8.77482E+11,Veg-C,-3.139852524
241,9.19285E+11,Veg-N,-3.139852524
242,4.065E+11,Veg-F,-3.139852524
242,5.88838E+11,Veg-Q,-3.139852524
242,7.07883E+11,Veg-R,-3.139852524
242,8.21956E+11,Veg-Q,-3.139852524
242,8.77482E+11,Veg-Q,-3.139852524
242,9.19285E+11,Veg-G,-3.139852524
244,4.065E+11,Veg-P,-3.139852524
244,5.88838E+11,Veg-A,-3.139852524
244,7.07883E+11,Veg-L,-3.139852524
244,8.21956E+11,Veg-D,-3.139852524
244,8.77482E+11,Veg-E,-3.139852524
244,9.19285E+11,Veg-R,-3.139852524
245,4.065E+11,Veg-O,-3.139852524
245,5.88838E+11,Veg-B,-3.139852524
245,7.07883E+11,Veg-E,-3.139852524
245,8.21956E+11,Veg-S,-3.139852524
245,8.77482E+11,Veg-G,-3.139852524
245,9.19285E+11,Veg-Q,-3.139852524
246,4.065E+11,Veg-S,-3.139852524
246,5.88838E+11,Veg-I,-3.139852524
246,7.07883E+11,Veg-G,-3.139852524
246,8.21956E+11,Veg-H,-3.139852524
246,8.77482E+11,Veg-A,-3.139852524
246,9.19285E+11,Veg-F,-3.139852524
248,4.065E+11,Veg-G,-3.139852524
248,5.88838E+11,Veg-H,-3.139852524
248,7.07883E+11,Veg-O,-3.139852524
248,8.21956E+11,Veg-F,-3.139852524
248,8.77482E+11,Veg-M,-3.139852524
248,9.19285E+11,Veg-M,-3.139852524
249,1.98199E+11,Veg-N,-3.139852524
249,6.87311E+11,Veg-A,-3.139852524
255,4.065E+11,Veg-K,-3.139852524
255,5.88838E+11,Veg-P,-3.139852524
255,7.07883E+11,Veg-K,-3.139852524
255,8.21956E+11,Veg-R,-3.139852524
255,8.77482E+11,Veg-R,-3.139852524
255,9.19285E+11,Veg-D,-3.139852524
257,4.065E+11,Veg-A,-3.139852524
257,5.88838E+11,Veg-L,-3.139852524
257,7.07883E+11,Veg-E,-3.139852524
257,8.21956E+11,Veg-B,-3.139852524
257,8.77482E+11,Veg-L,-3.139852524
257,9.19285E+11,Veg-R,-3.139852524
263,4.065E+11,Veg-R,-3.139852524
263,5.88838E+11,Veg-I,-3.139852524
263,7.07883E+11,Veg-C,-3.139852524
263,8.21956E+11,Veg-D,-3.139852524
263,8.77482E+11,Veg-F,-3.139852524
263,9.19285E+11,Veg-C,-3.139852524
264,4.065E+11,Veg-K,-3.139852524
264,5.88838E+11,Veg-M,-3.139852524
264,7.07883E+11,Veg-K,-3.139852524
264,8.21956E+11,Veg-K,-3.139852524
264,8.77482E+11,Veg-R,-3.139852524
264,9.19285E+11,Veg-L,-3.139852524
269,91227878688,Veg-L,-3.139852524
270,4.065E+11,Veg-F,-3.139852524
270,5.88838E+11,Veg-C,-3.139852524
270,7.07883E+11,Veg-B,-3.139852524
270,8.21956E+11,Veg-H,-3.139852524
270,8.77482E+11,Veg-N,-3.139852524
270,9.19285E+11,Veg-C,-3.139852524
274,4.065E+11,Veg-O,-3.139852524
274,5.88838E+11,Veg-S,-3.139852524
274,7.07883E+11,Veg-D,-3.139852524
274,8.21956E+11,Veg-S,-3.139852524
274,8.77482E+11,Veg-H,-3.139852524
274,9.19285E+11,Veg-O,-3.139852524
276,4.065E+11,Veg-R,-3.139852524
276,5.88838E+11,Veg-R,-3.139852524
276,7.07883E+11,Veg-E,-3.139852524
276,8.21956E+11,Veg-N,-3.139852524
276,8.77482E+11,Veg-Q,-3.139852524
276,9.19285E+11,Veg-E,-3.139852524
279,4.065E+11,Veg-H,-3.139852524
279,5.88838E+11,Veg-P,-3.139852524
279,7.07883E+11,Veg-C,-3.139852524
279,8.21956E+11,Veg-M,-3.139852524
279,8.77482E+11,Veg-R,-3.139852524
279,9.19285E+11,Veg-Q,-3.139852524
281,1.98199E+11,Veg-Q,-3.139852524
